group,documents,median_words,mean_tokens_per_word,median_tokens_per_word,mean_tokens_per_char,version
chilean_markers,955,13.0,2.2684255471049526,2.0357142857142856,0.3603728007301333,raw
no_markers,955,12.0,2.6306848164577796,2.4,0.36445322025055893,raw
chilean_markers,955,13.0,1.9483545618490659,1.826086956521739,0.35448564524255155,neutralized
no_markers,955,12.0,2.0862782833348104,1.9285714285714286,0.3522798341812817,neutralized
